original_title,start_year,runtime_mins,genre,average_rating,num_votes
La razón,2010,70.0,"Drama,Fantasy,History",7.5,12
Back Roads,2018,101.0,"Crime,Drama,Thriller",7.0,3024
Have You Heard from Johannesburg: Fair Play,2010,96.0,Documentary,8.9,9
Have You Heard from Johannesburg: The Bottom Line,2010,86.0,Documentary,8.1,8
Lives and Deaths of the Poets,2011,93.0,Comedy,7.7,6
Headhunter: The Assessment Weekend,2010,93.0,"Action,Thriller",3.4,164
Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135
The Land of the Astronauts,2010,102.0,Drama,4.9,218
Hitchcock,2012,98.0,"Biography,Comedy,Drama",6.8,68315
Sinatra Club,2010,88.0,"Action,Biography,Crime",4.6,343
Boyle Heights,2010,101.0,Action,4.6,9
Fair Game,2010,108.0,"Biography,Drama,Thriller",6.8,43862
Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371
Have You Heard from Johannesburg: Free at Last,2010,78.0,Documentary,6.4,9
Lottery Ticket,2010,99.0,Comedy,5.0,10042
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663
Four,2012,75.0,"Drama,Romance",5.8,398
Funkytown,2011,132.0,"Drama,Music",6.3,772
The Unwanted,2013,95.0,"Drama,Thriller",5.0,17
The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430
You're Nobody 'til Somebody Kills You,2012,86.0,"Horror,Thriller",3.2,181
El Padrino II: Border Intrusion,2011,90.0,Crime,5.5,40
Multiple Sarcasms,2010,97.0,Drama,4.9,581
Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320
Maaginen kristalli,2011,80.0,"Adventure,Animation,Comedy",4.1,188
A Flat,2010,103.0,"Drama,Horror,Romance",4.7,185
The Gainesville Ripper,2010,90.0,Horror,6.0,38
Dear John,2010,108.0,"Drama,Romance,War",6.3,128657
Detention,2010,81.0,"Horror,Thriller",3.0,889
The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622
The Significant Other,2012,90.0,"Comedy,Romance",7.6,61
Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178
The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358
Adventure Scouts,2010,83.0,"Action,Adventure,Comedy",7.3,1591
The Courier,2012,95.0,"Action,Crime,Drama",4.5,4292
The Unforgiven,2011,115.0,Drama,5.1,7
Pelé: Birth of a Legend,2016,107.0,"Biography,Drama,Sport",7.2,13919
The Extendables,2014,84.0,Comedy,4.2,181
Legend of the Red Reaper,2013,99.0,"Action,Adventure,Fantasy",2.2,495
Bibliothèque Pascal,2010,105.0,Drama,7.2,1644
The Experiment,2010,96.0,"Drama,Thriller",6.5,48248
Stadilaista tangoa etsimässä,2010,90.0,"Documentary,Music",6.5,18
Straw Dogs,2011,110.0,"Action,Drama,Thriller",5.8,30924
La notte è piccola per noi,2016,90.0,Drama,7.4,7
Bull,2019,105.0,Drama,7.2,50
Snatchers,2019,96.0,"Comedy,Horror,Sci-Fi",7.9,15
Meu Nome é Daniel,2018,82.0,Documentary,8.0,5
Versailles Rediscovered - The Sun King's Vanished Palace,2019,52.0,Documentary,7.0,5
The Sholay Girl,2019,106.0,"Action,Biography,Drama",8.0,55
17 Blocks,2019,96.0,Documentary,8.5,6
Leftover Women,2019,85.0,Documentary,7.2,10
The Rest,2019,78.0,Documentary,7.4,21
You Don't Nomi,2019,92.0,Documentary,7.2,13
Trixie Mattel: Moving Parts,2019,91.0,Documentary,8.7,29
Pohon Terkenal,2019,96.0,Drama,8.2,13
Assholes: A Theory,2019,81.0,Documentary,5.5,12
Balloons over Babylon,2019,70.0,Documentary,8.2,5
Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488
Forest of the Dead Sharks,2019,50.0,"Action,Comedy,Horror",8.4,23
Death Whisper,2019,91.0,Horror,6.6,43
Bastan basa,2019,57.0,Documentary,7.7,9
Back from 2038,2019,88.0,"Comedy,Fantasy",5.2,8
Ispade Rajavum Idhaya Raniyum,2019,141.0,"Drama,Romance",6.1,152
The Purple Mist,2019,106.0,Drama,6.6,7
Bikers Kental 2,2019,94.0,Comedy,8.5,54
P fung bou,2019,96.0,"Action,Crime",6.0,180
Gone Kesh,2019,110.0,Drama,8.7,46
When the Persimmons Grew,2019,118.0,Documentary,7.2,6
Ne travaille pas (1968 - 2018),2018,88.0,Documentary,7.0,8
Worlds of Ursula K. Le Guin,2018,68.0,Documentary,8.1,21
The Protector,2019,126.0,Romance,6.5,58
Aghavan,2019,158.0,Family,7.9,12
The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882
If You Only Knew,2011,106.0,Drama,6.5,21
Piedone nyomában,2019,65.0,Documentary,8.6,16
Eleições,2019,100.0,Documentary,7.3,6
Patterns of Evidence: The Moses Controversy,2019,140.0,Documentary,7.9,14
Call of Life,2010,60.0,Documentary,7.8,31
My Stupid Boss 2,2019,96.0,"Comedy,Drama",6.8,112
Oblepikhovoe leto,2018,87.0,"Biography,Drama",6.4,5
Snow to Sand,2019,60.0,Documentary,6.2,9
Between Maybes,2019,107.0,"Drama,Romance",6.5,22
Bumi Itu Bulat,2019,103.0,Drama,6.6,5
Rangu,2018,156.0,Action,4.0,8
War of Art,2019,102.0,Documentary,7.9,17
The Exorcist III: Legion,2016,105.0,Horror,7.2,20
Kapi,2019,110.0,"Comedy,Drama",7.5,48
La vida en común,2019,70.0,"Drama,Mystery",6.0,6
Alem-i Cin 2,2019,93.0,Horror,7.8,54
Die Wiese,2019,93.0,Documentary,7.3,14
Mystified,2019,86.0,"Adventure,Fantasy",7.1,8
Brené Brown: The Call to Courage,2019,76.0,"Documentary,Drama",7.6,445
Grass is Greener,2019,97.0,Documentary,7.1,582
Milosc i milosierdzie,2019,104.0,"Biography,Drama,Family",5.4,18
Vellaipookal,2019,122.0,Thriller,7.6,380
Sale dovom daneshkadeh man,2019,99.0,Drama,7.0,9
Yücel'in Çiçekleri,2018,69.0,"Documentary,History",8.6,41
Lustrum,2018,90.0,Documentary,5.9,14
Inland,2019,95.0,Documentary,7.8,11
Ma nudité ne sert à rien,2019,85.0,Drama,5.3,7
Mantan Manten,2019,102.0,Drama,7.6,38
Miehiä ja poikia,2019,85.0,Documentary,7.7,22
Made in Abyss: Tabidachi no Yoake,2019,139.0,"Adventure,Animation,Fantasy",6.8,22
Made in Abyss: Hôrô Suru Tasogare,2019,110.0,"Adventure,Animation,Fantasy",4.6,8
Last Breath,2010,91.0,Horror,3.9,256
Seytan-i Ins,2019,82.0,Horror,7.9,78
The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066
The Shadow of Gold,2019,78.0,Documentary,7.8,5
Last Fool Show,2019,110.0,"Comedy,Romance",6.3,10
The Little Prince,2019,93.0,Action,8.3,6
We Are Legends,2019,108.0,Action,5.2,11
The Spy Behind Home Plate,2019,101.0,Documentary,7.2,12
Attack in LA,2018,80.0,Action,4.4,22
Opal,2010,79.0,Drama,7.9,16
The Steamroom,2010,91.0,"Comedy,Drama",6.8,32
Sweater,2019,118.0,Drama,9.2,79
Flat Earth: To the Edge and Back,2019,50.0,Comedy,5.8,31
Dreams from the Outback,2019,79.0,Documentary,7.0,7
Chandigarh amritsar chandigarh,2019,107.0,"Comedy,Drama,Romance",9.4,952
American Relapse,2018,105.0,Documentary,7.5,8
Vourate Geitonoi,2019,135.0,Comedy,6.7,44
Ufuraj se i pukni,2019,82.0,Comedy,7.2,36
Le cercle des petits philosophes,2019,90.0,Documentary,6.4,8
Free Spirit,2019,45.0,Drama,7.4,34
Raia 4,2019,92.0,Drama,9.2,26
Dybbuk Box: True Story of Chris Chambers,2019,60.0,Horror,5.8,114
Pocong the Origin,2019,90.0,Horror,5.9,34
Rumput Tetangga,2019,104.0,"Comedy,Drama",7.9,10
Climate Change: The Facts,2019,60.0,Documentary,8.6,149
Watch Movie Free Online,2019,45.0,"Action,Adventure,Comedy",8.8,15
William Tecumseh Sherman: Beyond the March to the Sea,2019,115.0,Documentary,7.1,8
Nadhoo Kha'n,2019,136.0,Drama,5.6,11
2 Gisht Mjaltë,2019,101.0,Comedy,2.8,378
Atomin paluu,2015,110.0,Documentary,5.8,89
Einstein and Hawking: Unlocking the Universe,2019,82.0,Documentary,7.8,12
Bhetali Tu Punha,2017,146.0,Romance,6.6,9
The Past Is Never Dead,2019,88.0,Documentary,3.3,6
BABA 'Bu Alem Bi Alem',2019,94.0,"Comedy,Drama",4.7,210
O' Une histoire de famille,2019,45.0,Documentary,7.6,15
Bau Na Vichaar,2019,151.0,"Comedy,Drama",8.2,25
Peppa Pig: Festival of Fun,2019,68.0,"Animation,Family",4.7,73
Korea: The Never-Ending War,2019,120.0,Documentary,8.3,31
Chambre 212,2019,86.0,Comedy,6.8,40
A mano disarmata,2019,107.0,Drama,5.2,11
Ragmork,2019,86.0,Horror,9.2,6
377 AbNormal,2019,93.0,Drama,7.5,20
Freie Räume,2019,102.0,Documentary,9.7,7
Uriyadi 2,2019,119.0,"Action,Thriller",7.8,325
Chambal,2019,112.0,Drama,7.6,78
Kingdom Men Rising,2019,93.0,Documentary,8.0,30
Chhalawa,2019,117.0,"Comedy,Drama,Family",4.2,65
Mens,2019,97.0,Drama,5.6,5
Watakushi no dorei ni narinasai dai ni sho go shujin-sama to yobasete kudasai,2018,104.0,Romance,4.7,13
Post,2019,45.0,"Drama,Fantasy,Horror",8.3,16
White Mama,2018,97.0,Documentary,7.2,5
Vse ili nichego,2018,85.0,Comedy,5.0,10
Sekte,2019,89.0,Horror,6.3,26
1964: O Brasil entre armas e livros,2019,127.0,Documentary,6.9,230
Knight and Day,2010,109.0,"Action,Adventure,Comedy",6.3,169840
Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime",5.1,14120
42nd Street: The Musical,2019,155.0,Musical,9.1,14
Krocken,2018,82.0,"Comedy,Drama",3.3,29
Homecoming: A Film by Beyoncé,2019,137.0,"Documentary,Music",7.5,3746
Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",6.5,358813
Child 44,2015,137.0,"Crime,Drama,History",6.5,59477
Bad Dog and Superhero,2014,72.0,Comedy,5.5,15
Holy Wars,2010,84.0,Documentary,7.4,149
Chasing Molly,2019,80.0,Comedy,6.3,66
A Minha Avó Trelotótó,2018,174.0,"Biography,Documentary",6.0,6
Alva,2019,98.0,"Crime,Drama",5.2,5
The Sisterhood of Night,2014,104.0,"Drama,Mystery,Thriller",6.2,1888
La femme de mon frère,2019,117.0,Drama,6.6,45
Ratne Price Sa Kosara,2019,107.0,"Documentary,History,War",9.2,29
Single 2,2019,128.0,Comedy,7.0,32
In Search of Flight AF447,2019,90.0,Documentary,7.4,10
The Cursed,2010,88.0,"Horror,Romance,Thriller",5.9,1878
Miss & Mrs. Cops,2019,107.0,"Comedy,Crime",6.2,54
Pax,2010,75.0,Drama,3.1,239
Prime of Your Life,2010,93.0,"Comedy,Drama,Romance",4.8,66
Splintered,2010,85.0,"Horror,Thriller",4.1,952
Benden Hikâyesi,2019,80.0,"Biography,Drama",7.7,6
The Resurgence: DeMarcus Cousins,2019,72.0,Documentary,7.4,14
Leonardo Cinquecento,2019,90.0,Documentary,5.3,6
Trivikraman,2016,106.0,"Comedy,Horror",7.3,15
Revenge in the Forest of the Dead Sharks,2019,50.0,"Action,Comedy,Horror",8.4,16
Senses 1&2,2018,139.0,Drama,7.7,9
Senses 3&4,2018,85.0,Drama,7.3,7
The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792
Senses 5,2018,75.0,Drama,6.8,6
The Tortured,2010,79.0,"Horror,Thriller",5.5,6946
Exteriores: Mulheres Brasileiras na Diplomacia,2018,52.0,Documentary,10.0,5
Dreaming of a Vetter World,2018,77.0,Documentary,9.8,6
The Massacre That Shook The Empire,2019,60.0,Documentary,6.1,10
Fortnite: The Movie 2 (Funny Animation),2019,129.0,"Action,Adventure,Animation",7.1,8
Loro,2018,151.0,"Biography,Drama",6.8,413
Yves,2019,107.0,Comedy,5.2,6
Kuttymama,2019,134.0,"Comedy,Drama,Family",5.8,13
Valstybes paslaptis,2019,99.0,Documentary,8.2,72
Tux and Fanny,2019,82.0,Animation,8.6,5
Heart Like a Hand Grenade,2015,96.0,Documentary,7.4,335
Our Brand Is Crisis,2015,107.0,"Comedy,Drama",6.1,19033
Thamaasha,2019,120.0,Comedy,8.4,62
Outouden laakso,2019,55.0,Documentary,7.5,8
Jeffie Was Here,2010,110.0,"Adventure,Comedy",8.3,36
The Haunting of La Llorona,2019,71.0,Horror,5.1,11
Rahman 1400,2019,115.0,"Comedy,Drama",6.4,77
Bad Girl,2019,100.0,"Drama,Sport",6.6,16
Atlantique,2019,104.0,Drama,7.1,129
Les misérables,2019,102.0,Drama,7.4,134
Dylda,2019,130.0,Drama,7.2,54
Adam,2019,98.0,Drama,6.3,23
Liu Yu Tian,2019,120.0,Crime,5.2,28
Liberté,2019,132.0,History,5.9,30
Selma,2014,128.0,"Biography,Drama,History",7.5,77633
The Downfall Of Channel Awesome,2019,80.0,"Documentary,Drama",6.5,11
Soldiers Without Guns,2019,92.0,Documentary,9.7,30
Through the Ashes,2019,95.0,"Action,Adventure,Sci-Fi",7.6,5
Non Ci Resta Che Ridere,2019,90.0,Comedy,6.6,9
Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085
Patagonia,2010,119.0,"Adventure,Drama",6.8,509
Copie conforme,2010,106.0,"Drama,Romance",7.3,18210
Killer in Law,2018,90.0,Thriller,5.6,64
"The Gangster, the Cop, the Devil",2019,109.0,"Action,Crime,Drama",6.8,123
Takedowns and Falls,2010,127.0,"Documentary,Sport",8.0,70
Bébé(s),2010,79.0,Documentary,7.1,6672
Odd Brodsky,2014,93.0,Comedy,6.6,147
Divine Appointments,2019,49.0,Documentary,8.8,5
Milliard,2019,101.0,"Comedy,Crime,Thriller",2.6,189
Liam: As It Was,2019,85.0,"Documentary,Music",7.9,83
Vinci Da,2019,117.0,"Crime,Mystery,Thriller",7.4,259
Kandasamys: The Wedding,2019,127.0,Comedy,7.4,9
The Incredible Monk,2019,93.0,"Action,Fantasy,History",8.0,8
Ceniza Negra,2019,82.0,Drama,6.4,5
Sem Seu Sangue,2019,104.0,"Drama,Romance",6.0,23
Litigante,2019,93.0,Drama,6.6,12
Vif-Argent,2019,104.0,Drama,6.4,7
Timelife,2019,113.0,"Biography,Drama,Romance",8.5,6
Deer Season,2015,92.0,Thriller,5.0,8
The Pickup Game,2019,96.0,Documentary,8.7,163
Kuwaresma,2019,114.0,"Horror,Thriller",7.2,21
Bagrut,2019,70.0,Drama,8.1,8
Pariban: Idola dari Tanah Jawa,2019,101.0,"Comedy,Drama",7.6,16
The Way Back,2010,133.0,"Adventure,Drama,History",7.3,102126
"68, mon père et les clous",2019,84.0,Documentary,7.2,6
Where's My Stuff?,2011,85.0,Comedy,8.7,7
Programming the Nation?,2011,105.0,Documentary,7.0,98
Xia yi ren: Qian ren,2019,98.0,Romance,4.2,13
Vodyanaya,2019,85.0,Fantasy,3.0,11
Inseparable Bros,2019,114.0,"Comedy,Drama",7.2,41
Gordon Lightfoot: If You Could Read My Mind,2019,91.0,"Biography,Documentary,Music",8.3,7
Monster Island,2019,90.0,Action,2.5,111
nîpawistamâsowin: We Will Stand Up,2019,98.0,Documentary,7.8,12
A Tale of Two Kitchens,2019,29.0,Documentary,6.7,104
Chopsticks,2019,100.0,"Comedy,Drama",6.5,1394
Lillian,2019,130.0,Drama,6.0,5
Ang hupa,2019,276.0,Sci-Fi,7.2,5
Ghost Tropic,2019,85.0,Drama,6.1,7
"C- Bar, II",2019,64.0,Western,7.7,9
Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683
Session,2011,89.0,Drama,2.7,139
The People I've Slept With,2012,89.0,Comedy,4.9,624
Saeng-il,2019,120.0,Drama,7.6,28
Gunned Down,2017,95.0,"Action,Thriller",5.1,697
The Pardon,2013,120.0,Crime,5.7,307
Kabaneri of the Iron Fortress: Unato Decisive Battle,2019,82.0,"Action,Adventure,Animation",7.1,13
Alma de Héroe,2019,120.0,Action,7.7,34
Q Ball,2019,96.0,Documentary,7.0,15
Ambu,2019,118.0,Drama,8.6,7
Gosti,2019,88.0,Horror,4.0,23
Svinhery 2,2019,90.0,Comedy,6.0,19
L'homme a mangé la Terre,2019,99.0,Documentary,8.3,23
Pitkä Perjantai,2019,114.0,Comedy,6.3,7
Brown Boys,2019,92.0,Comedy,5.6,5
Roh Fasik,2019,90.0,Horror,7.1,7
Enes Batur Gerçek Kahraman,2019,99.0,Comedy,4.5,5090
Lux Æterna,2019,50.0,Drama,7.1,47
Raggarjävlar (Swedish Greasers),2019,70.0,Documentary,6.9,17
K-13,2019,103.0,"Mystery,Thriller",7.2,43
Raggarjävlar (Swedish Greasers),2019,70.0,Documentary,6.9,47
A Resistance,2019,105.0,Drama,8.2,6
The Prince of Tennis Best Games!! VOL.2,2019,45.0,Sport,8.3,6
Kuntilanak 2,2019,100.0,Horror,3.5,13
Kill Speed,2010,113.0,"Action,Crime,Thriller",4.0,1782
Wall Street: Money Never Sleeps,2010,133.0,Drama,6.2,93486
Tied in Blood,2012,88.0,"Drama,Horror,Mystery",3.7,188
The Incident,2011,85.0,"Horror,Thriller",5.6,3912
The Magnificent Eleven,2013,91.0,"Comedy,Drama,Sport",3.6,366
Chui lung II,2019,101.0,"Action,Biography,Crime",6.1,37
Shed,2019,82.0,Horror,8.8,8
Ghost Writer,2019,97.0,"Comedy,Horror",7.8,49
Ne Olur Gitme,2019,90.0,Drama,2.1,10
#Malam Jumat: The Movie,2019,91.0,Horror,5.7,11
Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536
Once in Trubchevsk,2019,90.0,Drama,6.3,21
Chhota Bheem Kung Fu Dhamaka,2019,97.0,"Action,Adventure,Animation",7.2,41
Am I a Serial Killer?,2019,90.0,Thriller,6.1,57
The Black Godfather,2019,118.0,Documentary,6.8,133
Si Doel the Movie 2,2019,95.0,Drama,8.4,22
The Void Evidence,2019,83.0,"Mystery,Thriller",5.4,7
Anhedonia,2019,110.0,Drama,8.8,10
Krrish 3,2013,152.0,"Action,Adventure,Sci-Fi",5.3,18891
Poltergeist,2015,93.0,"Horror,Thriller",4.9,51538
Tied to a Chair,2011,94.0,Comedy,6.1,37
"Maluma: Lo Que Era, Lo Que Soy, Lo Que Sere",2019,90.0,"Documentary,Music",8.5,6
Jyeshthoputro (The Elder Son),2019,125.0,Drama,6.7,11
Hit & Run,2019,114.0,"Action,Comedy",7.1,43
Uyut,2019,147.0,"Comedy,Drama",6.9,15
Calum Von Moger: Unbroken,2019,95.0,Documentary,9.3,15
Dennis Does Pakistan,2019,88.0,Documentary,5.4,8
Horizon,2019,120.0,"Adventure,Drama,Sci-Fi",8.7,10
Pécsi szál,2019,73.0,Documentary,5.8,19
Tylko nie mów nikomu,2019,121.0,Documentary,8.9,2111
Raising Kratos,2019,115.0,Documentary,7.8,192
Die Unsterbliche Partie - The Immortal Game,2019,64.0,Crime,8.8,8
Beautiful Girl,2014,90.0,Drama,5.1,310
Badnaam Gali,2019,95.0,Comedy,7.2,187
You Can't Watch This,2019,51.0,Documentary,8.5,44
Bad Ben: The Way In,2019,89.0,Horror,5.8,45
The Warrior's Way,2010,100.0,"Action,Fantasy,Western",6.3,24271
Xing ying bu li,2011,97.0,"Drama,Mystery",5.4,1978
99,2019,144.0,Drama,6.9,30
Papá Youtuber,2019,90.0,Comedy,5.6,7
The Descendants,2011,115.0,"Comedy,Drama",7.3,223464
Bad Meat,2011,92.0,"Comedy,Horror",3.6,736
0.0 Mhz,2019,101.0,Horror,5.1,8
Somewhere Tonight,2011,85.0,"Comedy,Drama,Romance",5.9,242
Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",5.9,87609
Cold Skin,2017,108.0,"Adventure,Horror,Sci-Fi",6.0,9059
The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475
Suspiria,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360
Mayday Life,2019,112.0,Music,8.4,26
ABCD: American-Born Confused Desi,2019,145.0,Comedy,6.3,20
One Nation Under Stress,2019,70.0,Documentary,7.2,14
Kim Daha Mutlu?,2019,95.0,"Comedy,Family",5.0,6
Laiye Je Yaarian,2019,117.0,Romance,8.3,31
Night Out,2019,116.0,"Comedy,Thriller",8.1,10
All people disappeared forever,2019,61.0,"Sci-Fi,Thriller",8.3,12
Chinnada Gombe,2018,110.0,Horror,9.1,40
The Photon Effect,2010,102.0,Sci-Fi,4.7,64
Women's Studies,2010,96.0,Horror,5.5,55
Robosapien: Rebooted,2013,86.0,"Adventure,Drama,Family",4.8,1071
Everyday,2012,106.0,Drama,6.2,715
The Book of Eli,2010,118.0,"Action,Adventure,Drama",6.9,271307
The Dark Knight: The Ballad of the N Word,2018,129.0,"Comedy,Drama",10.0,5
Adutha Chodyam,2019,112.0,Drama,9.3,587
Borderless,2019,87.0,Documentary,8.9,559
The King of Fighters,2010,93.0,"Action,Sci-Fi,Thriller",3.1,3909
Legion,2010,100.0,"Action,Fantasy,Horror",5.2,92709
The Story of Luke,2012,96.0,"Comedy,Drama",7.2,2873
The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444
Manipulation,2011,90.0,"Drama,Thriller",6.3,169
Grisaia: Phantom trigger the animation 02. Soul Speed,2019,54.0,Action,9.8,5
Let the Game Begin,2010,110.0,"Comedy,Drama,Mystery",5.4,572
The Nutcracker in 3D,2010,110.0,"Action,Family,Fantasy",4.3,3119
Wrong No. 2,2019,132.0,"Comedy,Romance",5.5,32
Just Inès,2010,90.0,Drama,6.4,20
Fong Sai Yuk,2019,96.0,"Action,History",8.5,6
The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",4.2,50352
Not Another B Movie,2010,87.0,Comedy,4.8,86
El mal ajeno,2010,107.0,"Drama,Sci-Fi,Thriller",6.3,1573
The Passage,2019,150.0,"Biography,Drama,War",8.8,12
Les étoiles vagabondes,2019,86.0,Documentary,8.5,22
Secrets in the Sky: The Untold Story of Skunk Works,2019,120.0,Documentary,8.6,7
Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018
Wasteland,2011,80.0,"Action,Adventure,Sci-Fi",2.7,226
You and I,2011,100.0,"Drama,Romance",4.9,2094
Song for Marion,2012,90.0,"Comedy,Drama,Music",7.0,6709
Aaj Kal,2010,90.0,"Comedy,Romance",6.4,9
Camp Hell,2010,99.0,"Drama,Horror",3.5,1985
Caris' Peace,2011,76.0,Documentary,7.8,13
Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711
Beyond the Barbed Wire: An Artist View of the Holocaust,2010,68.0,"Documentary,War",8.0,8
Howl,2010,84.0,"Biography,Drama,Romance",6.8,12096
Pablo,2012,90.0,"Animation,Biography",6.7,146
Chasing Happiness,2012,80.0,Comedy,7.0,85
The Singularity Is Near,2010,79.0,"Documentary,Drama,Sci-Fi",6.6,252
"Havana, Habana",2017,65.0,Drama,7.1,12
The Portal,2010,86.0,Horror,4.1,415
Ivory,2010,84.0,"Drama,Music",6.5,71
Lost Everything,2010,97.0,Drama,5.2,88
Goosebumps,2015,103.0,"Adventure,Comedy,Family",6.3,72858
Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144
The Big Year,2011,100.0,Comedy,6.2,39522
Dreams Awake,2011,110.0,Drama,6.2,348
One Lucky Elephant,2010,84.0,Documentary,6.6,184
House Broken,2010,84.0,Comedy,4.8,1920
As Melhores Coisas do Mundo,2010,100.0,"Comedy,Drama",7.1,1408
Life as We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077
The Dead Matter,2010,90.0,"Fantasy,Horror",3.5,826
Sophomore,2012,98.0,Comedy,6.5,72
Four Stories of St. Julian,2010,85.0,"Crime,Thriller",4.2,80
Transit,2012,88.0,"Action,Crime,Thriller",5.8,10260
The Legend of Awesomest Maximus,2011,90.0,"Action,Comedy",4.2,2704
Spud,2010,103.0,"Comedy,Drama",6.7,2384
Até Onde?,2011,73.0,"Mystery,Thriller",6.5,21
This Bitter Earth,2012,76.0,"Drama,Music",8.7,6
Small Town Saturday Night,2010,94.0,Drama,5.4,1114
Bare Knuckles,2010,90.0,"Action,Drama",4.3,422
Je ne vous oublierai jamais,2010,85.0,"Drama,History",6.1,9
Boyhood,2014,165.0,Drama,7.9,315584
The Ascension,2011,93.0,"Drama,Horror",4.5,34
The Vampires of Zanzibar,2010,106.0,"Comedy,Horror,Musical",6.2,47
Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812
Adult World,2013,97.0,"Comedy,Drama",6.2,15924
The Gauntlet,2013,80.0,"Action,Adventure,Horror",5.9,2443
Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731
Footloose,2011,113.0,"Comedy,Drama,Music",5.9,43251
House of Good and Evil,2013,108.0,"Horror,Thriller",6.5,7933
Midnight Son,2011,88.0,Horror,5.9,1656
Quincas Berro d'Água,2010,104.0,"Comedy,Drama",6.3,451
Habana Eva,2010,106.0,"Comedy,Romance",6.2,326
Good Intentions,2010,84.0,Comedy,5.2,605
Elvis & Madona,2010,105.0,"Comedy,Romance",6.2,180
The Dead Sleep,2010,94.0,"Drama,Thriller",4.7,64
The Amazing Adventures of the Living Corpse,2012,88.0,"Action,Animation,Fantasy",3.6,220
Blood River,2010,93.0,Horror,7.1,33
Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608
Jelly,2010,104.0,"Comedy,Romance",5.4,112
Winchester,2018,99.0,"Biography,Drama,Fantasy",5.4,24351
Messages Deleted,2010,92.0,"Mystery,Thriller",5.0,1928
Buffalo Girls,2012,65.0,Documentary,7.3,99
The Reverend,2011,98.0,Horror,4.2,361
See You in September,2010,91.0,"Comedy,Romance",4.7,651
Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221
Beyond the Grave,2010,89.0,"Action,Crime,Horror",4.3,195
Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860
The Dark Party,2013,95.0,"Drama,Romance",7.2,13
Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818
Krews,2010,105.0,"Action,Crime,Drama",6.0,207
Elimination,2010,87.0,"Action,Horror,Thriller",3.4,510
The Girl from the Naked Eye,2012,84.0,"Action,Crime,Mystery",4.9,1929
Beautiful Noise,2014,87.0,"Documentary,Music",6.5,367
Happiness Runs,2010,88.0,Drama,5.0,576
10 Years Later,2010,98.0,"Comedy,Drama",6.8,96
Jerry Cotton,2010,90.0,"Action,Comedy,Crime",5.3,840
Espacio interior,2012,89.0,Drama,6.8,203
Pusher,2010,107.0,"Action,Crime,Drama",6.2,584
Deadly Impact,2010,96.0,"Action,Crime,Thriller",5.3,2349
The Belko Experiment,2016,89.0,"Horror,Thriller",6.1,38378
Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",7.4,75331
