release_date,title,prod_budget,domestic_gross,worldwide_gross,start_year,runtime_mins,genre,average_rating,num_votes
1998-10-16,Beloved,53000000,22852487,22852487,2018,66.0,Documentary,7.3,22
2012-12-19,Zero Dark Thirty,52500000,95720716,134612435,2012,157.0,"Drama,Thriller",7.4,251072
2010-02-12,Valentine's Day,52000000,110485654,217569328,2010,125.0,"Comedy,Romance",5.7,107171
2011-08-05,The Change-Up,52000000,37243418,75997067,2011,112.0,"Comedy,Fantasy",6.3,155374
2018-08-17,Alpha,51000000,35851379,99624873,2013,116.0,Crime,5.5,102
2011-03-04,The Adjustment Bureau,50200000,62495645,126931325,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616
2012-06-29,Ted,50000000,218665740,556016627,2012,106.0,"Comedy,Fantasy",6.9,538367
2014-06-13,22 Jump Street,50000000,191719337,331333876,2014,112.0,"Action,Comedy,Crime",7.0,319504
2016-06-17,Central Intelligence,50000000,127440871,217194805,2016,107.0,"Action,Comedy,Crime",6.3,138872
2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,119.0,Comedy,6.3,156116
2011-06-10,Super 8,50000000,127004179,257972745,2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575
2018-11-21,Creed II,50000000,115715889,213591522,2018,130.0,"Drama,Sport",7.2,72503
2018-02-09,Peter Rabbit,50000000,115234093,347136477,2018,95.0,"Adventure,Animation,Comedy",6.6,27908
2018-12-14,The Mule,50000000,103804407,170857676,2012,96.0,"Crime,Drama,Mystery",4.3,1612
2014-02-28,Non-Stop,50000000,91742160,222383055,2014,106.0,"Action,Mystery,Thriller",7.0,234717
2017-07-28,The Emoji Movie,50000000,86089513,216562312,2017,86.0,"Adventure,Animation,Comedy",3.2,47294
2017-12-22,The Post,50000000,81903458,179748880,2017,116.0,"Biography,Drama,History",7.2,108017
1999-02-05,Payback,50000000,81526121,161626121,2010,115.0,"Action,Crime,Drama",5.5,58
2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2011,124.0,"Comedy,Drama,Family",7.1,126849
2011-09-23,Moneyball,50000000,75605492,111300835,2011,133.0,"Biography,Drama,Sport",7.6,326657
2004-09-24,The Forgotten,50000000,66711892,117211892,2014,89.0,Horror,5.3,472
2012-04-06,American Reunion,50000000,56758835,236799211,2012,113.0,Comedy,6.7,192250
2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013,88.0,"Action,Fantasy,Horror",6.1,183387
2017-09-29,American Made,50000000,51342000,135569212,2017,115.0,"Action,Biography,Comedy",7.2,131043
2014-10-17,The Book of Life,50000000,50151543,97651543,2014,95.0,"Adventure,Animation,Comedy",7.3,59486
2014-08-08,Into the Storm,50000000,47602194,150429371,2014,89.0,"Action,Adventure,Drama",5.8,60894
2014-10-10,The Judge,50000000,47119388,76119388,2014,141.0,"Crime,Drama",7.4,162952
2016-08-19,War Dogs,50000000,43034523,86234503,2016,114.0,"Comedy,Crime,Drama",7.1,154029
1997-09-26,The Peacemaker,50000000,41263140,62967368,2016,90.0,Documentary,7.9,30
2016-05-20,The Nice Guys,50000000,36261763,59596747,2016,116.0,"Action,Comedy,Crime",7.4,240337
2010-06-04,Marmaduke,50000000,33644788,89895930,2010,87.0,"Comedy,Family",4.2,13283
2010-10-15,Hereafter,50000000,32746941,108660270,2010,129.0,"Drama,Fantasy,Romance",6.5,87288
1995-10-06,Assassins,50000000,30306268,83306268,2014,84.0,"Action,Drama,Thriller",4.4,73
2016-02-12,Zoolander 2,50000000,28848693,55348693,2016,101.0,Comedy,4.7,59914
2013-03-29,The Host,50000000,26623701,64477051,2013,125.0,"Action,Adventure,Drama",5.9,105633
2015-03-13,Run All Night,50000000,26461644,66961644,2015,114.0,"Action,Drama,Thriller",6.6,94131
2011-04-08,Your Highness,50000000,21596445,26121638,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940
2016-09-16,Snowden,50000000,21587519,35380918,2016,134.0,"Biography,Drama,Thriller",7.3,119149
2011-09-30,Dream House,50000000,21302340,41642166,2011,84.0,"Drama,Mystery,Thriller",6.0,59714
2016-06-24,Free State of Jones,50000000,20810036,23237252,2016,139.0,"Action,Biography,Drama",6.9,45135
2013-02-14,Beautiful Creatures,50000000,19452138,60282876,2013,124.0,"Drama,Fantasy,Romance",6.2,79764
1995-11-03,Fair Game,50000000,11497497,26097497,2010,108.0,"Biography,Drama,Thriller",6.8,43862
2011-02-25,Drive Angry,50000000,10721033,41042583,2011,104.0,"Action,Fantasy,Thriller",5.4,90203
1995-10-13,The Scarlet Letter,50000000,10359006,10359006,2015,111.0,"Drama,History",6.1,19
2005-10-14,Domino,50000000,10169202,23574057,2019,89.0,"Crime,Thriller",4.6,758
2018-02-16,Early Man,50000000,8267544,45285890,2018,89.0,"Adventure,Animation,Comedy",6.1,15882
2015-04-17,Child 44,50000000,1224330,8004221,2015,137.0,"Crime,Drama,History",6.5,59477
2013-03-15,Upside Down,50000000,102118,26387039,2012,81.0,Drama,6.6,45
2015-10-02,Shanghai,50000000,46425,15505922,2010,105.0,"Crime,Drama,Mystery",6.4,8662
2001-11-02,The One,49000000,43905746,72689126,2011,89.0,"Comedy,Drama,Romance",5.0,681
2015-03-06,Chappie,49000000,31569268,105002056,2015,120.0,"Action,Crime,Drama",6.8,213733
2012-11-16,Anna Karenina,49000000,12816367,71004627,2012,129.0,"Drama,Romance",6.6,84668
2000-12-27,Traffic,48000000,124107476,208300000,2011,122.0,"Action,Adventure,Mystery",8.0,3551
2015-01-09,Taken 3,48000000,89256424,327656424,2014,108.0,"Action,Thriller",6.0,165072
2018-11-16,Instant Family,48000000,67363237,119736188,2018,118.0,"Comedy,Drama",7.4,46728
1999-10-01,Three Kings,48000000,60652036,107752036,2010,65.0,"Biography,Documentary,Sport",6.8,5
2010-01-22,Tooth Fairy,48000000,60022256,112610386,2010,101.0,"Comedy,Family,Fantasy",5.0,37939
2008-01-25,Rambo,47500000,42754105,112214531,2012,144.0,"Comedy,Drama,Thriller",6.3,61
2016-07-13,The Infiltrator,47500000,15436808,20718104,2016,127.0,"Biography,Crime,Drama",7.0,61547
2016-11-11,Arrival,47000000,100546139,203127894,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,515483
2009-04-22,Earth,47000000,32011576,116773317,2015,60.0,Sci-Fi,3.6,16
2010-06-18,Jonah Hex,47000000,10547117,11022696,2010,81.0,"Action,Drama,Fantasy",4.7,51860
2016-12-23,Silence,46500000,7100177,23726626,2012,87.0,Drama,6.7,174
1997-06-20,My Best Friend's Wedding,46000000,126813153,298923419,2016,91.0,"Comedy,Romance",5.0,162
2013-09-20,Prisoners,46000000,61002302,113402302,2013,153.0,"Crime,Drama,Mystery",8.1,526273
2012-10-05,Taken 2,45000000,139854287,377807404,2012,92.0,"Action,Thriller",6.3,273106
2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,2017,93.0,"Comedy,Music",5.8,45127
2011-11-23,The Muppets,45000000,88625922,160971922,2011,103.0,"Adventure,Comedy,Family",7.1,82752
2016-10-07,The Girl on the Train,45000000,75395035,174278214,2013,80.0,Thriller,4.4,819
2010-03-19,The Bounty Hunter,45000000,67061228,135808837,2010,110.0,"Action,Comedy,Romance",5.6,112444
1996-08-09,Jack,45000000,58617334,58617334,2014,103.0,Drama,7.3,900
2016-12-09,Office Christmas Party,45000000,54767494,91323299,2016,105.0,Comedy,5.8,59253
2012-07-06,Savages,45000000,47323100,82513490,2012,131.0,"Crime,Drama,Thriller",6.5,115793
2014-05-23,Blended,45000000,46290741,127990741,2014,117.0,"Comedy,Romance",6.5,106491
2017-06-16,All Eyez on Me,45000000,44922302,54876855,2017,139.0,"Biography,Drama,Music",5.8,18541
1994-11-04,Frankenstein,45000000,22006296,112006296,2011,82.0,"Drama,Horror",1.9,67
2019-05-03,UglyDolls,45000000,19894664,24644664,2019,87.0,"Adventure,Animation,Comedy",4.5,1176
2001-01-19,The Pledge,45000000,19719930,29406132,2011,118.0,"Drama,Family",6.3,164
2005-07-01,Rebound,45000000,16809014,17492014,2014,84.0,"Horror,Mystery,Thriller",4.2,259
2010-02-19,The Ghost Writer,45000000,15541549,65532491,2010,128.0,"Drama,Mystery,Thriller",7.2,148274
2012-09-21,Dredd,45000000,13414714,41467606,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616
2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,119.0,"Comedy,Drama",6.2,94787
2018-12-21,Welcome to Marwen,45000000,10763520,12874922,2018,116.0,"Biography,Comedy,Drama",6.1,8920
2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,101.0,"Action,Adventure,Comedy",6.3,110824
2002-12-25,Pinocchio,45000000,3681811,31681811,2012,75.0,"Animation,Family,Fantasy",6.3,224
2012-10-12,Argo,44500000,136025503,227140757,2012,120.0,"Biography,Drama,Thriller",7.7,534683
2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010,99.0,"Drama,Fantasy,Romance",6.5,55016
2014-02-06,The Interview,44000000,6105175,12342632,2013,80.0,"Horror,Mystery,Thriller",5.0,58
1980-11-19,Heaven's Gate,44000000,3484331,3484523,2013,47.0,Documentary,6.8,5
2013-06-28,The Heat,43000000,159581587,229727774,2013,117.0,"Action,Comedy,Crime",6.6,153501
2017-01-06,A Monster Calls,43000000,3740823,46414530,2016,108.0,"Animation,Drama,Fantasy",7.5,70416
2011-01-28,The Mechanic,42500000,29121498,76347393,2011,93.0,"Action,Crime,Thriller",6.6,141254
2012-03-16,21 Jump Street,42000000,138447667,202812429,2012,109.0,"Action,Comedy,Crime",7.2,477771
1992-07-01,Boomerang,42000000,70052444,131052444,2015,101.0,"Drama,Romance",6.6,790
2017-05-12,Snatched,42000000,45852178,57852177,2011,81.0,Comedy,5.5,61
2012-10-12,Here Comes the Boom,42000000,45290318,73239258,2012,105.0,"Action,Comedy,Sport",6.4,81761
2011-03-11,Red Riding Hood,42000000,37662162,91678442,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369
2018-12-25,Holmes & Watson,42000000,30568743,41926605,2018,90.0,"Adventure,Comedy,Crime",3.8,17661
2012-01-27,One for the Money,42000000,26414527,36197221,2012,91.0,"Action,Comedy,Crime",5.3,38473
1992-10-02,Hero,42000000,19487173,66787173,2012,163.0,"Action,Drama,Thriller",3.8,200
2012-01-27,Man on a Ledge,42000000,18620000,49621440,2012,102.0,"Action,Adventure,Crime",6.6,137507
2010-12-03,The Warrior's Way,42000000,5666340,8514325,2010,100.0,"Action,Fantasy,Western",6.3,24271
2019-05-31,Rocketman,41000000,57342725,108642725,2019,121.0,"Biography,Drama,Music",7.7,24266
2011-10-14,The Big Year,41000000,7204138,7684524,2011,100.0,Comedy,6.2,39522
2010-06-11,The Karate Kid,40000000,176591618,351774938,2010,140.0,"Action,Drama,Family",6.2,146401
2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,2015,125.0,"Drama,Romance,Thriller",4.1,279126
2009-06-19,The Proposal,40000000,163958031,314709717,2018,86.0,Documentary,5.6,41
2013-12-13,American Hustle,40000000,150117807,257878294,2013,138.0,"Crime,Drama",7.2,418221
2014-07-25,Lucy,40000000,126573960,457507776,2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194
2013-12-25,Lone Survivor,40000000,125095601,149804632,2013,121.0,"Action,Biography,Drama",7.5,246641
2010-10-01,The Social Network,40000000,96962694,224922135,2010,120.0,"Biography,Drama",7.7,568578
2016-01-15,Ride Along 2,40000000,90862685,124827316,2016,102.0,"Action,Comedy,Crime",5.9,48688
2015-03-27,Get Hard,40000000,90411453,106511453,2015,100.0,"Comedy,Crime",6.0,111187
2016-10-14,The Accountant,40000000,86260045,152962083,2016,128.0,"Action,Crime,Drama",7.3,233022
2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,2014,109.0,"Adventure,Comedy",5.6,118646
2014-04-25,The Other Woman,40000000,83911193,195111193,2014,109.0,"Comedy,Romance",6.0,122889
2015-09-25,The Intern,40000000,75764672,197115710,2015,121.0,"Comedy,Drama",7.1,191494
2004-10-29,Ray,40000000,75305995,124823094,2016,130.0,"Drama,War",7.1,1323
2015-10-16,Bridge of Spies,40000000,72313754,162498338,2015,142.0,"Drama,History,Thriller",7.6,263004
2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,2016,139.0,"Biography,Drama,History",8.1,366904
2011-02-18,Unknown,40000000,63686397,136123083,2011,113.0,"Action,Mystery,Thriller",6.9,235167
2010-06-04,Get Him to the Greek,40000000,61153526,91455875,2010,109.0,"Adventure,Comedy,Music",6.4,161653
2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086,2011,118.0,"Crime,Drama,Thriller",7.3,196109
2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,2014,108.0,"Comedy,Crime",6.3,144442
2010-07-09,Predators,40000000,52000688,127234389,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764
2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,2012,105.0,"Comedy,Drama,Family",6.6,42770
2014-06-20,Jersey Boys,40000000,47047013,65282732,2014,134.0,"Biography,Drama,Music",6.8,30410
2011-08-12,Final Destination 5,40000000,42587643,155011165,2011,92.0,Horror,5.9,98061
2018-11-16,Widows,40000000,42402632,73866088,2018,129.0,"Crime,Drama,Thriller",7.0,61615
2014-07-18,Sex Tape,40000000,38543473,126069509,2014,94.0,"Comedy,Romance",5.1,100520
2011-04-15,Scream 4,40000000,38180928,95989590,2011,111.0,"Horror,Mystery",6.2,118779
2011-03-18,Paul,40000000,37412945,101162106,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567
2012-12-19,The Guilt Trip,40000000,37134215,41294674,2012,95.0,"Comedy,Drama",5.8,33702
2011-08-26,Colombiana,40000000,36665854,72295262,2011,108.0,"Action,Drama,Thriller",6.4,87659
2018-01-12,The Commuter,40000000,36343858,101985431,2018,105.0,"Action,Mystery,Thriller",6.3,83114
2011-04-08,Arthur,40000000,33035397,47787943,2011,110.0,"Comedy,Romance",5.7,49013
2016-12-21,Patriots Day,40000000,31886361,52837989,2016,133.0,"Action,Crime,Drama",7.4,76204
2010-11-10,Morning Glory,40000000,31011732,59795070,2010,107.0,"Comedy,Drama,Romance",6.5,67367
2019-05-03,Long Shot,40000000,30202860,43711031,2019,125.0,"Comedy,Romance",7.2,12814
2000-08-25,The Art of War,40000000,30199105,30199105,2018,96.0,War,2.8,9
2013-12-25,Grudge Match,40000000,29807260,69807260,2013,113.0,"Comedy,Drama,Sport",6.4,54080
2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017,91.0,"Adventure,Animation,Comedy",5.5,4820
2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,314101190,2016,107.0,"Action,Horror,Sci-Fi",5.6,74979
2017-06-30,The House,40000000,25584504,31192425,2011,109.0,"Drama,Mystery,Thriller",4.6,50
2011-01-07,Season of the Witch,40000000,24827228,91126600,2011,95.0,"Action,Adventure,Fantasy",5.4,85777
1994-06-03,Renaissance Man,40000000,24172899,24172899,2018,90.0,Documentary,4.7,6
2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2016,98.0,"Action,Adventure,Thriller",5.7,67275
2012-02-03,Big Miracle,40000000,20157300,25268680,2012,107.0,"Biography,Drama,Family",6.5,17585
2012-03-09,A Thousand Words,40000000,18450127,20790486,2012,91.0,"Comedy,Drama",5.9,36387
2015-03-20,The Gunman,40000000,10664749,18594227,2015,115.0,"Action,Crime,Drama",5.8,36053
2013-08-16,Paranoia,40000000,7388654,16340767,2012,87.0,Thriller,5.3,26
2018-03-09,The Hurricane Heist,40000000,6115824,30963684,2018,103.0,"Action,Adventure,Crime",5.1,15326
2015-11-25,Victor Frankenstein,40000000,5775076,31124367,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492
2014-06-27,Snowpiercer,40000000,4563029,88069880,2013,126.0,"Action,Drama,Sci-Fi",7.1,239264
2004-09-24,The Last Shot,40000000,463730,463730,2010,47.0,Action,8.0,9
2007-03-16,Nomad,40000000,79123,79123,2018,83.0,Drama,3.1,7
2012-10-05,Frankenweenie,39000000,35287788,81150788,2012,87.0,"Animation,Comedy,Family",7.0,89489
2005-09-30,Serenity,39000000,25514517,40319440,2019,106.0,"Drama,Mystery,Sci-Fi",5.3,17904
2013-08-23,Yi dai zong shi,38600000,6594959,57987299,2013,130.0,"Action,Biography,Drama",6.6,28781
2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017,89.0,"Action,Animation,Comedy",6.2,21903
2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015,94.0,"Action,Comedy,Crime",4.4,30828
2016-12-23,Why Him?,38000000,60323786,117425156,2016,111.0,Comedy,6.2,89628
2011-04-22,Water for Elephants,38000000,58709717,116809717,2011,120.0,"Drama,Romance",6.9,105812
2010-10-08,Life as We Know It,38000000,53374681,105887837,2010,114.0,"Comedy,Drama,Romance",6.6,113077
2013-09-06,Riddick,38000000,42025135,94763758,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821
2016-01-22,The 5th Wave,38000000,34912982,111336398,2016,112.0,"Action,Adventure,Drama",5.2,90788
2009-02-06,Push,38000000,31811527,49678401,2019,92.0,Documentary,7.3,33
2013-09-20,Rush,38000000,26947624,98230839,2011,87.0,"Comedy,Romance",7.9,8
2017-10-20,Only the Brave,38000000,18340051,24555177,2017,134.0,"Action,Biography,Drama",7.7,45482
2011-10-14,The Thing,38000000,16999934,27573078,2011,103.0,"Horror,Mystery,Sci-Fi",6.2,111900
1997-10-31,Switchback,38000000,6504442,6504442,2010,89.0,Drama,7.7,20
2019-01-11,The Upside,37500000,108235497,119024536,2017,126.0,"Comedy,Drama",6.7,24169
2012-05-18,What to Expect When You're Expecting,37500000,41152203,88473016,2012,110.0,"Comedy,Drama,Romance",5.7,65890
2012-09-14,The Master,37500000,16247159,50647416,2012,138.0,Drama,7.1,131365
2013-08-07,We're the Millers,37000000,150394119,267816276,2013,110.0,"Comedy,Crime",7.0,371759
2015-11-25,Creed,37000000,109767581,173567581,2010,77.0,Horror,6.6,12
2010-09-17,The Town,37000000,92186262,152566881,2010,125.0,"Crime,Drama,Thriller",7.6,322524
2011-09-23,Dolphin Tale,37000000,72286779,96068724,2011,113.0,"Drama,Family",6.9,20746
2018-02-23,Game Night,37000000,69179066,117378084,2018,100.0,"Action,Comedy,Crime",7.0,163279
2010-02-26,Cop Out,37000000,44875481,55909910,2010,107.0,"Action,Comedy,Crime",5.6,81656
2011-01-28,The Rite,37000000,33047633,97143987,2011,114.0,"Drama,Horror,Mystery",6.0,85604
2015-05-29,Aloha,37000000,21052030,25387091,2015,105.0,"Comedy,Drama,Romance",5.4,54646
2010-03-26,Hot Tub Time Machine,36000000,50269859,65967750,2010,101.0,"Comedy,Sci-Fi",6.4,153962
1997-05-02,Breakdown,36000000,50159144,50159144,2016,110.0,"Drama,Thriller",5.3,689
2014-09-12,Dolphin Tale 2,36000000,42024533,57824533,2014,107.0,"Drama,Family",6.4,7579
2016-12-16,Collateral Beauty,36000000,31016021,85309093,2016,97.0,"Drama,Romance",6.8,78764
2016-01-22,Yip Man 3,36000000,2679437,157300954,2015,105.0,"Action,Biography,Drama",7.1,38637
2011-05-06,There Be Dragons,36000000,1069334,4020990,2011,122.0,"Biography,Drama,War",5.8,4326
2017-09-08,It,35000000,327481748,697457969,2017,135.0,"Horror,Thriller",7.4,359123
2010-12-22,True Grit,35000000,171243005,252276928,2010,110.0,"Adventure,Drama,Western",7.6,284034
1998-09-18,Rush Hour,35000000,141186864,245300000,2018,80.0,Documentary,6.6,71
2013-02-08,Identity Thief,35000000,134506920,175361578,2013,111.0,"Adventure,Comedy,Crime",5.7,115624
2011-07-08,Horrible Bosses,35000000,117538559,212417601,2011,98.0,"Comedy,Crime",6.9,398695
2015-07-17,Trainwreck,35000000,110212700,141123897,2015,125.0,"Comedy,Drama,Romance",6.2,121860
2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,2013,125.0,"Biography,Comedy,Drama",7.5,140678
2008-03-28,21,35000000,81159365,159846429,2016,98.0,Horror,7.2,23
2005-07-29,Sky High,35000000,63939454,83109359,2012,70.0,"Adventure,Documentary,Drama",7.4,10
2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621,2010,95.0,"Crime,Drama,Horror",5.2,85497
2010-10-08,Secretariat,35000000,59699513,60376247,2010,123.0,"Biography,Drama,Family",7.2,24536
2011-07-22,Friends with Benefits,35000000,55802754,146595891,2011,109.0,"Comedy,Romance",6.6,317338
2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,2016,92.0,Comedy,5.7,102793
2018-06-29,Sicario: Day of the Soldado,35000000,50065850,75885196,2018,122.0,"Action,Crime,Drama",7.1,95650
2015-05-22,Poltergeist,35000000,47425125,95713069,2015,93.0,"Horror,Thriller",4.9,51538
2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,2018,90.0,"Adventure,Comedy,Family",5.6,11459
2018-01-19,12 Strong,35000000,45819713,71118378,2018,130.0,"Action,Drama,History",6.6,50155
2011-05-06,Something Borrowed,35000000,39046489,65084116,2011,112.0,"Comedy,Drama,Romance",5.9,54314
2011-10-28,In Time,35000000,37553932,165103952,2011,109.0,"Action,Crime,Drama",6.7,346077
2010-04-23,The Back-up Plan,35000000,37490007,75281179,2010,104.0,"Comedy,Romance",5.4,46128
2011-11-09,J. Edgar,35000000,37306030,84606030,2011,137.0,"Biography,Crime,Drama",6.6,115925
2018-08-17,Mile 22,35000000,36108758,66295121,2018,94.0,"Action,Adventure,Thriller",6.1,47862
2015-05-08,Hot Pursuit,35000000,34580201,45671512,2015,87.0,"Action,Comedy,Crime",5.1,44723
2015-12-25,Concussion,35000000,34531832,50363790,2013,96.0,Drama,5.7,3813
2017-10-13,The Foreigner,35000000,34393507,140783360,2012,100.0,"Comedy,Romance",6.8,1526
2004-12-03,Closer,35000000,33987757,116177695,2015,87.0,Drama,5.7,172
2018-06-01,Adrift,35000000,31445011,57897191,2018,96.0,"Action,Adventure,Biography",6.6,34115
2017-01-06,Underworld: Blood Wars,35000000,30353973,81209222,2016,91.0,"Action,Adventure,Fantasy",5.8,62942
2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,97799865,2010,109.0,"Comedy,Family,Fantasy",6.1,25048
2011-09-23,Abduction,35000000,28087155,86648359,2011,84.0,"Horror,Thriller",5.2,10
2012-10-19,Alex Cross,35000000,25888412,35426759,2012,101.0,"Action,Crime,Mystery",5.1,30951
2001-11-09,Heist,35000000,23483357,28906817,2015,47.0,Action,6.4,5
2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,25350747,2016,112.0,"Biography,Comedy,Drama",6.6,46265
2015-08-21,Hitman: Agent 47,35000000,22467450,82182803,2015,96.0,"Action,Adventure,Crime",5.7,80510
2012-08-24,Premium Rush,35000000,20275446,31393201,2012,91.0,"Action,Crime,Thriller",6.5,105279
2013-01-18,Broken City,35000000,19701164,34480045,2013,109.0,"Crime,Drama,Thriller",6.2,71704
2005-02-25,Cursed,35000000,19294901,25114901,2016,81.0,Comedy,8.3,6
2010-04-30,Furry Vengeance,35000000,17630465,39340177,2010,92.0,"Comedy,Family",3.8,14700
2013-01-25,Parker,35000000,17616641,48543388,2013,118.0,"Action,Crime,Thriller",6.2,105529
2000-09-15,Bait,35000000,15325127,15471969,2012,93.0,"Action,Adventure,Drama",5.2,14627
2011-05-27,The Tree of Life,35000000,13305665,61721826,2011,139.0,"Drama,Fantasy",6.8,156266
2006-08-11,Zoom,35000000,11989328,12506188,2015,96.0,"Animation,Comedy,Drama",6.1,2323
2014-03-28,Sabotage,35000000,10508518,18376443,2014,109.0,"Action,Crime,Drama",5.7,55597
2015-03-06,Unfinished Business,35000000,10219501,13214051,2015,91.0,"Comedy,Drama",5.4,29004
2015-09-30,The Walk,35000000,10161183,61492104,2015,89.0,"Crime,Thriller",6.8,126
2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,29890402,2013,141.0,"Biography,Drama,History",7.1,25027
2017-10-20,The Snowman,35000000,6670765,43226146,2017,119.0,"Crime,Drama,Mystery",5.1,47890
2011-01-28,Biutiful,35000000,5101237,24687524,2010,148.0,"Drama,Romance",7.5,80382
2016-04-22,A Hologram for the King,35000000,4212494,11846010,2016,98.0,"Comedy,Drama,Romance",6.1,36062
1986-10-03,Playing for Keeps,35000000,2000000,2000000,2012,105.0,"Comedy,Romance,Sport",5.7,27389
2012-09-14,Stolen,35000000,289773,17967746,2012,96.0,"Action,Crime,Thriller",5.5,41313
2011-10-14,Trespass,35000000,16816,786532,2011,91.0,"Crime,Drama,Thriller",5.3,39404
2011-12-25,The Darkest Hour,34800000,21443494,62831715,2011,89.0,"Action,Adventure,Horror",4.9,55071
2017-06-28,Baby Driver,34000000,107825862,228104185,2017,113.0,"Action,Crime,Drama",7.6,363977
2014-09-19,The Maze Runner,34000000,102427862,348319861,2014,113.0,"Action,Mystery,Sci-Fi",6.8,387038
2015-04-10,The Longest Ride,34000000,37446117,63802928,2015,123.0,"Drama,Romance",7.1,70327
2018-08-03,The Darkest Minds,34000000,12695691,38361428,2018,104.0,"Action,Adventure,Drama",5.7,21340
2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,2016,98.0,"Adventure,Comedy,Romance",6.0,74849
2012-07-27,Step Up Revolution,33000000,35074677,165552290,2012,99.0,"Drama,Music,Romance",6.5,51295
2000-09-08,The Watcher,33000000,28946615,47267829,2014,45.0,Drama,7.8,8
2012-04-27,Safe,33000000,17142080,41495213,2012,94.0,"Action,Crime,Thriller",6.5,96388
2008-03-14,Doomsday,33000000,11008770,21621188,2015,95.0,"Action,Sci-Fi",3.8,146
2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687,2013,105.0,"Action,Adventure,Comedy",7.1,15372
2015-10-30,Freaks of Nature,33000000,70958,70958,2015,92.0,"Comedy,Horror,Sci-Fi",5.9,9670
2011-05-13,Bridesmaids,32500000,169211718,289632023,2011,125.0,"Comedy,Romance",6.8,249501
2013-04-26,The Big Wedding,32500000,21819348,48425971,2013,89.0,"Comedy,Drama,Romance",5.6,44221
2012-02-24,Wanderlust,32500000,17288155,24159934,2012,98.0,"Comedy,Romance",5.6,69081
2010-08-27,Takers,32000000,57744720,70587268,2010,107.0,"Action,Crime,Thriller",6.2,53377
2011-04-01,Source Code,32000000,54712227,140428499,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036
2018-04-20,I Feel Pretty,32000000,48795601,91553797,2018,110.0,"Comedy,Romance",5.4,39936
2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,2011,107.0,"Action,Comedy,Crime",4.4,23520
1993-01-15,Alive,32000000,36299670,36299670,2016,95.0,"Adventure,Biography,Drama",7.1,15
2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,27392609,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549
2018-10-12,Bad Times at the El Royale,32000000,17839115,29204379,2018,141.0,"Crime,Drama,Mystery",7.1,86318
2010-09-03,Going the Distance,32000000,17804299,43603990,2010,102.0,"Comedy,Romance",6.3,54421
2010-03-19,Repo Men,32000000,13942007,18195238,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144
2016-04-15,Criminal,31500000,14708696,38771262,2016,113.0,"Action,Crime,Drama",6.3,51666
2013-04-12,42,31000000,95020213,97470701,2013,128.0,"Biography,Drama,Sport",7.5,77703
2012-11-02,Flight,31000000,93772375,160558438,2012,138.0,"Drama,Thriller",7.3,303009
2014-03-07,The Grand Budapest Hotel,31000000,59076019,163981261,2014,99.0,"Adventure,Comedy,Crime",8.1,633604
