release_date,title,prod_budget,domestic_gross,worldwide_gross,start_year,runtime_mins,genre,average_rating,num_votes
2018-07-13,Skyscraper,125000000,68420120,304115534,2018,102.0,"Action,Adventure,Thriller",5.8,81193
2012-08-03,Total Recall,125000000,58877969,211856088,2012,118.0,"Action,Adventure,Mystery",6.3,228460
2017-01-13,Monster Trucks,125000000,33370166,61642798,2016,104.0,"Action,Adventure,Comedy",5.7,13525
2016-07-29,Jason Bourne,120000000,162192920,416168316,2016,123.0,"Action,Thriller",6.6,190596
2012-11-21,Life of Pi,120000000,124987022,620912003,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836
2018-04-13,Rampage,120000000,101028233,428056280,2018,107.0,"Action,Adventure,Sci-Fi",6.1,115891
2013-08-09,Elysium,120000000,93050117,286192091,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572
2013-04-19,Oblivion,120000000,89107235,287916633,2011,116.0,Thriller,8.0,8
2017-03-24,Power Rangers,120000000,85364450,142531552,2017,124.0,"Action,Adventure,Sci-Fi",6.0,92013
2014-02-12,RoboCop,120000000,58607007,242981799,2014,117.0,"Action,Crime,Sci-Fi",6.2,205798
2015-08-07,Fantastic Four,120000000,56117548,167849187,2015,100.0,"Action,Adventure,Drama",4.3,140148
2005-07-22,The Island,120000000,35818913,163018913,2011,95.0,"Drama,Romance",5.1,705
2010-06-23,Knight and Day,117000000,76423035,258751370,2010,109.0,"Action,Adventure,Comedy",6.3,169840
2018-10-05,Venom,116000000,213511408,853628605,2011,92.0,Thriller,3.0,162
2013-07-26,The Wolverine,115000000,132556852,416456852,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286
2010-12-25,Gulliver's Travels,112000000,42779261,232017848,2010,85.0,"Adventure,Comedy,Family",4.9,61178
2017-12-15,Ferdinand,111000000,84410380,289847930,2017,108.0,"Adventure,Animation,Comedy",6.7,40229
2018-05-18,Deadpool 2,110000000,324591735,786680557,2018,119.0,"Action,Adventure,Comedy",7.8,391735
2013-10-04,Gravity,110000000,274092705,693698673,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018
2015-05-29,San Andreas,110000000,155190832,456258539,2015,114.0,"Action,Adventure,Drama",6.1,192750
2011-07-29,The Smurfs,110000000,142614158,563749323,2011,103.0,"Adventure,Animation,Comedy",5.5,77577
2000-06-28,The Patriot,110000000,113330342,215300000,2017,72.0,Documentary,7.3,6
2014-03-07,300: Rise of an Empire,110000000,106580051,330780051,2014,102.0,"Action,Fantasy,War",6.2,262978
2016-12-21,Passengers,110000000,100014699,302239672,2016,116.0,"Drama,Romance,Sci-Fi",7.0,311083
2011-01-14,The Green Hornet,110000000,98780042,229155503,2011,119.0,"Action,Comedy,Crime",5.8,148622
2011-10-07,Real Steel,110000000,85463309,263880341,2011,127.0,"Action,Drama,Family",7.1,283534
2010-06-11,The A-Team,110000000,77222099,177241171,2010,117.0,"Action,Adventure,Thriller",6.8,235256
2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013,105.0,"Adventure,Animation,Comedy",5.4,34229
2013-11-01,Ender's Game,110000000,61737191,127983283,2013,114.0,"Action,Adventure,Fantasy",6.6,211722
2017-03-31,Ghost in the Shell,110000000,40563557,167910690,2017,107.0,"Action,Drama,Sci-Fi",6.4,176499
2001-12-25,Ali,109000000,58183966,87683966,2012,88.0,Drama,6.4,136
2015-10-02,The Martian,108000000,228433663,655271443,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116
2016-11-23,Allied,106000000,40098064,119266661,2016,124.0,"Action,Drama,Romance",7.1,125741
2016-07-22,Ice Age: Collision Course,105000000,64063008,402156682,2016,94.0,"Adventure,Animation,Comedy",5.7,48932
2017-09-22,Kingsman: The Golden Circle,104000000,100234838,408803696,2017,141.0,"Action,Adventure,Comedy",6.8,230797
2018-03-09,A Wrinkle in Time,103000000,100478608,133401882,2018,109.0,"Adventure,Family,Fantasy",4.2,34888
2018-12-21,Bumblebee,102000000,127195589,465195589,2018,114.0,"Action,Adventure,Sci-Fi",6.9,94155
2012-10-26,Cloud Atlas,102000000,27108272,130673154,2012,172.0,"Action,Drama,Mystery",7.4,326473
2012-12-25,Django Unchained,100000000,162805434,449948323,2012,165.0,"Drama,Western",8.4,1211405
2010-12-22,Little Fockers,100000000,148438600,310650574,2010,98.0,"Comedy,Romance",5.5,99222
2010-08-06,The Other Guys,100000000,119219978,170936470,2010,107.0,"Action,Comedy,Crime",6.7,221664
2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414,2013,180.0,"Biography,Crime,Drama",8.2,1035358
2013-05-24,Epic,100000000,107518682,262794441,2013,102.0,"Adventure,Animation,Family",6.7,95318
2012-08-17,The Expendables 2,100000000,85028192,311979256,2012,103.0,"Action,Adventure,Thriller",6.6,277584
2014-07-25,Hercules,100000000,72688614,243388614,2014,98.0,"Action,Adventure,Fantasy",6.0,137287
2010-12-10,The Tourist,100000000,67631157,278731369,2010,103.0,"Action,Adventure,Thriller",6.0,206714
2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,2010,97.0,"Action,Adventure,Animation",7.0,73790
2019-03-15,Wonder Park,100000000,45216793,115149422,2019,85.0,"Adventure,Animation,Comedy",5.7,3091
2014-08-15,The Expendables 3,100000000,39322544,209461378,2014,126.0,"Action,Adventure,Thriller",6.1,156432
2010-03-12,Green Zone,100000000,35497337,97523020,2010,115.0,"Action,Drama,Thriller",6.8,122132
2017-10-20,Geostorm,100000000,33700160,220796009,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287
2015-12-25,Point Break,100000000,28782481,126704591,2015,114.0,"Action,Crime,Sport",5.3,53802
2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,2015,122.0,"Action,Adventure,Biography",6.9,108628
2014-04-18,Transcendence,100000000,23022309,103039258,2012,98.0,Drama,6.1,22
2018-12-14,Mortal Engines,100000000,15951040,85287417,2018,128.0,"Action,Adventure,Fantasy",6.1,70193
2015-11-06,The Peanuts Movie,99000000,130178411,250091610,2015,88.0,"Adventure,Animation,Comedy",7.1,39149
2017-05-19,Alien: Covenant,97000000,74262031,238521247,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920
2015-03-13,Cinderella,95000000,201151353,534551353,2015,105.0,"Drama,Family,Fantasy",6.9,142792
2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,2012,88.0,"Adventure,Animation,Comedy",6.6,175601
2001-12-28,Black Hawk Down,95000000,108638745,159691085,2014,57.0,Documentary,7.8,167
2010-05-27,Sex and the City 2,95000000,95347692,294680778,2010,146.0,"Comedy,Drama,Romance",4.4,69199
2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010,118.0,"Adventure,Family,Fantasy",5.9,165108
2012-08-10,The Campaign,95000000,86907746,104907746,2012,85.0,Comedy,6.1,118678
2010-11-12,Unstoppable,95000000,81562942,165720921,2010,98.0,"Action,Thriller",6.8,173019
2016-08-19,Ben-Hur,95000000,26410477,91669648,2016,123.0,"Action,Adventure,Drama",5.7,37975
2015-02-06,Seventh Son,95000000,17725785,108874967,2014,102.0,"Action,Adventure,Fantasy",5.5,66565
2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,2014,129.0,"Action,Adventure,Comedy",7.7,544510
2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020
2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,2013,98.0,"Action,Thriller",5.3,188383
2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,114.0,"Adventure,Comedy,Drama",7.3,275300
2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,2017,119.0,"Action,Adventure,Comedy",7.0,242735
2009-12-25,Sherlock Holmes,90000000,209028679,498438212,2011,77.0,Adventure,5.4,48
2011-04-15,Rio,90000000,143619809,487519809,2011,96.0,"Adventure,Animation,Comedy",6.9,191621
2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970,2011,158.0,"Crime,Drama,Mystery",7.8,387580
1997-07-11,Contact,90000000,100920329,165900000,2010,79.0,"Documentary,History",7.3,23
2016-09-23,The Magnificent Seven,90000000,93432655,162525156,2016,132.0,"Action,Adventure,Western",6.9,168514
2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2015,92.0,"Adventure,Animation,Comedy",5.1,14507
2015-07-24,Pixels,90000000,78765986,244041804,2015,105.0,"Action,Comedy,Sci-Fi",5.6,119789
2005-04-22,The Interpreter,90000000,72708161,162753837,2018,113.0,"Comedy,Drama",6.7,241
2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013,106.0,"Adventure,Family,Fantasy",5.8,102313
2016-06-10,Now You See Me 2,90000000,65075540,328325007,2016,129.0,"Action,Adventure,Comedy",6.5,216219
2018-03-16,Tomb Raider,90000000,58250803,273477501,2018,119.0,"Action,Adventure,Fantasy",6.3,163560
1997-04-25,Volcano,90000000,47546796,120100000,2018,104.0,"Comedy,Drama",6.9,172
2011-08-19,Conan the Barbarian,90000000,21295021,63356133,2011,113.0,"Action,Adventure,Fantasy",5.2,90834
2011-10-21,The Three Musketeers,90000000,20377913,139877913,2011,110.0,"Action,Adventure,Romance",5.8,98408
2017-04-21,The Promise,90000000,8224288,10551417,2016,90.0,Thriller,5.8,8
2010-11-24,The Nutcracker in 3D,90000000,195459,20466016,2010,110.0,"Action,Family,Fantasy",4.3,3119
2018-09-14,The Predator,88000000,51024708,159487563,2018,107.0,"Action,Adventure,Sci-Fi",5.4,94888
2000-12-22,Cast Away,85000000,233632142,427230516,2017,90.0,"Adventure,Drama",6.3,11
2014-03-21,Divergent,85000000,150947895,276014965,2014,139.0,"Action,Adventure,Mystery",6.7,399703
2012-09-28,Hotel Transylvania,85000000,148313048,378505812,2012,91.0,"Animation,Comedy,Family",7.1,204571
2019-04-05,Shazam!,85000000,139606856,362899733,2019,132.0,"Action,Adventure,Comedy",7.4,109051
2012-02-10,Safe House,85000000,126181630,208542162,2012,115.0,"Action,Adventure,Crime",6.8,192655
2011-11-04,Tower Heist,85000000,78046570,150422946,2011,104.0,"Action,Comedy,Crime",6.2,125102
2012-03-30,Mirror Mirror,85000000,64935167,173613482,2012,106.0,"Adventure,Comedy,Drama",5.6,79510
2011-11-23,Arthur Christmas,85000000,46462469,149717124,2011,97.0,"Adventure,Animation,Comedy",7.1,45439
2017-01-20,xXx: Return of Xander Cage,85000000,44898413,345033359,2017,107.0,"Action,Adventure,Thriller",5.2,77976
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010,82.0,"Action,Comedy,Family",4.3,12642
1997-05-09,Father's Day,85000000,28681080,35681080,2011,99.0,"Action,Comedy,Horror",6.0,2482
2017-12-20,The Greatest Showman,84000000,174340174,386665550,2017,105.0,"Biography,Drama,Musical",7.6,199663
2013-07-19,RED 2,84000000,53262560,141507355,2013,116.0,"Action,Comedy,Crime",6.6,148846
2006-06-23,Click,82500000,137355633,237685089,2010,127.0,"Drama,Horror,Mystery",3.6,290
2008-02-14,Jumper,82500000,80172128,222640812,2013,5.0,"Biography,Documentary,Drama",8.0,5
2010-08-13,The Expendables,82000000,103068524,268268174,2010,103.0,"Action,Adventure,Thriller",6.5,307897
2012-03-23,The Hunger Games,80000000,408010692,677923379,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227
2011-05-26,The Hangover Part II,80000000,254464305,586464305,2011,102.0,"Comedy,Mystery",6.5,432800
2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,2017,104.0,"Action,Animation,Comedy",7.3,116433
2015-09-25,Hotel Transylvania 2,80000000,169700110,469500298,2015,89.0,"Animation,Comedy,Family",6.7,92905
2013-07-12,Grown Ups 2,80000000,133668525,247023808,2013,101.0,Comedy,5.4,128500
2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,2011,87.0,"Adventure,Animation,Comedy",4.4,28158
2010-02-19,Shutter Island,80000000,128012934,299461782,2010,138.0,"Mystery,Thriller",8.1,1005960
2010-12-17,Yogi Bear,80000000,100246011,204774690,2010,80.0,"Adventure,Animation,Comedy",4.6,18934
2010-01-15,The Book of Eli,80000000,94835059,158750817,2010,118.0,"Action,Adventure,Drama",6.9,271307
2014-10-17,Fury,80000000,85817906,210315681,2014,134.0,"Action,Drama,War",7.6,381993
2018-09-28,Smallfoot,80000000,83240103,213691277,2018,96.0,"Adventure,Animation,Comedy",6.7,23295
2011-07-08,Zookeeper,80000000,80360866,170805525,2011,102.0,"Comedy,Family,Romance",5.2,52396
2019-06-07,The Secret Life of Pets 2,80000000,63795655,113351496,2019,86.0,"Adventure,Animation,Comedy",6.6,3467
1996-12-06,Daylight,80000000,32908290,158908290,2010,75.0,"Crime,Horror,Thriller",5.1,201
2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,2015,106.0,"Action,Adventure,Fantasy",6.0,86118
2014-02-21,Pompeii,80000000,23169033,108469033,2014,105.0,"Action,Adventure,Drama",5.5,100467
2003-11-26,Timeline,80000000,19480739,26703184,2014,135.0,Romance,6.9,283
2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162,2012,94.0,"Action,Adventure,Comedy",5.8,83507
2011-11-11,Jack and Jill,79000000,74158157,150519217,2011,91.0,Comedy,3.3,71361
2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013,95.0,"Adventure,Animation,Comedy",6.4,81010
2016-02-12,The Little Prince,77500000,1311213,102028919,2019,93.0,Action,8.3,6
2018-07-20,The Equalizer 2,77000000,102084362,190453132,2018,121.0,"Action,Crime,Thriller",6.7,97963
2013-07-03,Despicable Me 2,76000000,368065385,975216835,2013,98.0,"Adventure,Animation,Comedy",7.4,344230
2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,2016,87.0,"Adventure,Animation,Comedy",6.5,161997
2016-12-21,Sing,75000000,270329045,634454789,2016,108.0,"Animation,Comedy,Family",7.1,115951
2017-06-30,Despicable Me 3,75000000,264624300,1034727750,2017,89.0,"Adventure,Animation,Comedy",6.3,92580
2010-06-25,Grown Ups,75000000,162001186,272223430,2010,102.0,Comedy,6.0,210377
2008-06-27,Wanted,75000000,134508551,342416460,2010,110.0,Action,6.3,271
1996-06-07,The Rock,75000000,134069511,336069511,2016,70.0,Comedy,8.7,15
2013-05-31,Now You See Me,75000000,117723989,342769200,2012,98.0,"Drama,Horror,Thriller",7.0,237
2018-08-03,Christopher Robin,75000000,99215042,197504758,2018,104.0,"Adventure,Animation,Comedy",7.3,52737
2011-11-11,Immortals,75000000,83504017,211562435,2011,110.0,"Action,Drama,Fantasy",6.0,152992
1999-04-16,Life,75000000,64062587,73521587,2010,75.0,Documentary,7.8,5
2010-06-04,Killers,75000000,47059963,95572749,2010,100.0,"Action,Comedy,Romance",5.4,82237
2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,110.0,"Action,Adventure,Fantasy",6.1,218371
2005-03-11,Hostage,75000000,34636443,77636443,2013,107.0,"Drama,Horror,Thriller",3.4,114
2016-10-28,Inferno,75000000,34343574,219519367,2014,113.0,Drama,6.3,183
1999-01-15,Virus,75000000,14010690,30626690,2019,152.0,"Drama,Thriller",8.6,372
2015-07-10,Minions,74000000,336045770,1160336173,2015,91.0,"Adventure,Animation,Comedy",6.4,193917
2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,2015,92.0,"Adventure,Animation,Comedy",6.0,43560
2000-11-22,Unbreakable,73243106,94999143,248099143,2014,80.0,"Adventure,Biography,Documentary",7.2,48
2001-04-27,Driven,72000000,32616869,54616869,2018,108.0,"Biography,Drama,Thriller",6.6,118
2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,2013,119.0,"Action,Thriller",6.5,235443
2011-12-25,War Horse,70000000,79883359,156815529,2011,146.0,"Drama,History,War",7.2,136447
2014-02-07,The Monuments Men,70000000,78031620,158702748,2014,118.0,"Comedy,Drama,History",6.1,117638
2016-09-23,Storks,70000000,72679278,183353431,2016,87.0,"Adventure,Animation,Comedy",6.8,50448
2003-12-10,Big Fish,70000000,66432867,123954323,2012,103.0,Action,4.0,32
1994-06-17,Wolf,70000000,65011757,131011757,2010,98.0,"Action,Crime,Drama",4.7,87
2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,2017,101.0,"Action,Adventure,Animation",6.0,18926
2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,92.0,"Action,Drama,Fantasy",6.3,164829
2006-09-29,The Guardian,70000000,55011732,94973540,2016,72.0,"Action,Mystery,Sci-Fi",6.7,19
2011-01-14,The Dilemma,70000000,48475290,70546865,2011,111.0,"Comedy,Drama",5.3,48148
2012-06-15,Rock of Ages,70000000,38518613,61031932,2012,123.0,"Comedy,Drama,Musical",5.9,69910
2002-06-07,Bad Company,70000000,30157016,69157016,2010,87.0,Thriller,5.1,10
2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,117.0,"Action,Drama,History",6.8,55981
2013-10-18,Escape Plan,70000000,25135965,103735965,2013,115.0,"Action,Crime,Mystery",6.7,211587
2011-09-23,Killer Elite,70000000,25124986,65409046,2011,116.0,"Action,Crime,Thriller",6.5,117711
2014-01-10,The Legend of Hercules,70000000,18848538,58953319,2014,99.0,"Action,Adventure,Fantasy",4.2,50352
2007-04-27,Next,70000000,18211013,73591500,2015,72.0,Documentary,8.0,11
2015-01-16,Blackhat,70000000,8005980,19665004,2015,133.0,"Action,Crime,Thriller",5.4,48427
2010-07-09,Despicable Me,69000000,251513985,543464573,2010,95.0,"Animation,Comedy,Family",7.7,464511
2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,114.0,Comedy,5.9,91546
2018-03-02,Red Sparrow,69000000,46874505,145951861,2018,140.0,"Action,Drama,Thriller",6.6,136738
2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733
2015-06-26,Ted 2,68000000,81476385,217214143,2015,115.0,Comedy,6.3,165843
2011-02-25,Hall Pass,68000000,45060734,87173475,2011,105.0,"Comedy,Romance",5.9,113775
2003-03-21,Dreamcatcher,68000000,33685268,75685268,2015,104.0,"Crime,Documentary,Drama",7.1,395
2017-12-22,Downsizing,68000000,24449754,54462971,2017,135.0,"Drama,Sci-Fi",5.7,74815
2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,2012,105.0,"Action,Fantasy,Horror",5.9,142853
1996-09-20,Last Man Standing,67000000,18115927,18115927,2010,85.0,"Biography,Crime,Documentary",5.2,22
2014-03-14,Need for Speed,66000000,43568507,194169619,2014,132.0,"Action,Crime,Thriller",6.5,154909
2012-11-09,Lincoln,65000000,182207973,273346281,2012,150.0,"Biography,Drama,History",7.4,228701
2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,2018,97.0,"Adventure,Animation,Comedy",6.3,42299
2014-12-25,Unbroken,65000000,115637895,163527824,2014,137.0,"Biography,Drama,Sport",7.2,129981
2010-11-05,Due Date,65000000,100539043,211739043,2010,95.0,"Adventure,Comedy",6.5,303523
2014-12-19,Annie,65000000,85911262,139829625,2014,118.0,"Comedy,Drama,Family",5.3,31241
2000-07-07,The Kid,65000000,69688384,69688384,2010,111.0,Drama,6.9,1206
2012-05-16,The Dictator,65000000,59650222,180148897,2012,83.0,Comedy,6.4,250976
2012-02-17,This Means War,65000000,54760791,156974557,2012,103.0,"Action,Comedy,Romance",6.3,167438
2015-02-27,Focus,65000000,53862963,168065700,2014,87.0,Comedy,6.8,54
2012-11-21,Red Dawn,65000000,44806783,48164150,2012,93.0,"Action,Sci-Fi,Thriller",5.4,69599
2015-09-18,Everest,65000000,43482270,221297061,2015,121.0,"Action,Adventure,Biography",7.1,181133
2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012,95.0,"Action,Horror,Sci-Fi",5.4,125191
2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,92.0,"Action,Fantasy,Horror",5.1,74910
2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,102.0,"Crime,Thriller",6.5,140666
2016-12-25,Live by Night,65000000,10378555,21774432,2016,129.0,"Action,Crime,Drama",6.4,47243
2015-09-04,Tian jiang xiong shi,65000000,74070,122519874,2015,127.0,"Action,Adventure,Drama",6.0,16672
2011-04-01,Hop,63000000,108085305,188657593,2011,95.0,"Adventure,Animation,Comedy",5.4,28893
2017-09-15,American Assassin,63000000,36249674,68310140,2017,112.0,"Action,Thriller",6.2,57793
2015-12-25,The Hateful Eight,62000000,54117416,147864886,2015,168.0,"Crime,Drama,Mystery",7.8,434966
2014-10-03,Gone Girl,61000000,167767189,368567189,2014,149.0,"Drama,Mystery,Thriller",8.1,761592
2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,310566162,2015,131.0,"Action,Sci-Fi,Thriller",6.3,201143
2013-08-02,2 Guns,61000000,75612460,132493015,2013,109.0,"Action,Comedy,Crime",6.7,182025
2018-01-26,Maze Runner: The Death Cure,61000000,58032443,265878536,2018,143.0,"Action,Sci-Fi,Thriller",6.2,91286
2014-02-07,The Lego Movie,60000000,257784718,457729388,2014,100.0,"Action,Adventure,Animation",7.8,304179
2016-09-09,Sully,60000000,125070033,238524556,2016,96.0,"Biography,Drama",7.5,202718
2010-10-15,Red,60000000,90380162,196439693,2014,107.0,Drama,8.4,8
2010-08-13,Eat Pray Love,60000000,80574010,206598789,2010,133.0,"Drama,Romance",5.8,77709
2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,130.0,"Action,Crime,Thriller",7.0,284547
2011-09-09,Contagion,60000000,75658097,137551594,2011,106.0,"Action,Drama,Thriller",6.6,201536
2016-03-04,London Has Fallen,60000000,62524260,195194085,2016,99.0,"Action,Thriller",5.9,124757
2004-04-02,Hellboy,60000000,59623958,99823958,2019,120.0,"Action,Adventure,Fantasy",5.4,19534
2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,159946489,2016,118.0,"Action,Thriller",6.1,121892
2017-05-25,Baywatch,60000000,58060186,175863783,2017,116.0,"Action,Comedy,Crime",5.6,137528
2015-12-25,Joy,60000000,56451232,101134059,2010,75.0,Drama,6.1,233
2012-08-17,ParaNorman,60000000,56003051,108119662,2012,92.0,"Adventure,Animation,Comedy",7.0,87250
2014-09-26,The Boxtrolls,60000000,50837305,111946251,2014,96.0,"Adventure,Animation,Comedy",6.8,50763
2017-08-04,The Dark Tower,60000000,50701325,113461527,2017,95.0,"Action,Adventure,Fantasy",5.7,107518
2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2014,105.0,"Action,Drama,Thriller",6.2,114913
2018-12-25,Vice,60000000,47836282,70883171,2015,96.0,"Action,Adventure,Sci-Fi",4.2,14436
2013-01-11,Gangster Squad,60000000,46000903,104100903,2013,113.0,"Action,Crime,Drama",6.7,195560
2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,2017,90.0,"Adventure,Animation,Comedy",6.0,15612
2018-10-12,First Man,60000000,44936545,105203825,2017,92.0,Documentary,6.6,186
2010-01-29,Edge of Darkness,60000000,43313890,82812456,2010,117.0,"Crime,Drama,Mystery",6.6,84753
2009-03-20,Duplicity,60000000,40572825,81079566,2016,71.0,Mystery,8.1,8
2009-04-17,State of Play,60000000,37017955,88832210,2013,87.0,"Documentary,Drama,Sport",6.5,156
2012-09-21,Trouble with the Curve,60000000,35763137,47818913,2012,111.0,"Drama,Sport",6.8,56129
2019-02-08,Cold Pursuit,60000000,32138862,62599159,2019,119.0,"Action,Crime,Drama",6.2,27648
2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013,130.0,"Action,Fantasy,Horror",5.9,121936
2002-02-22,Dragonfly,60000000,30063805,30063805,2013,75.0,"Action,Adventure,Sci-Fi",9.0,5
2011-05-13,Priest,60000000,29136626,84154026,2011,87.0,"Action,Adventure,Fantasy",5.7,108320
2000-01-14,Supernova,60000000,14218868,14816494,2014,90.0,Drama,5.7,233
2017-02-24,Rock Dog,60000000,9420546,24148488,2016,90.0,"Adventure,Animation,Comedy",5.9,3991
2015-01-23,Mortdecai,60000000,7696134,30396134,2015,107.0,"Action,Comedy,Crime",5.5,61366
2018-03-23,Sherlock Gnomes,59000000,43242871,87527651,2018,86.0,"Adventure,Animation,Comedy",5.1,8030
2019-01-25,The Kid Who Would Be King,59000000,16790790,28348446,2019,120.0,"Action,Adventure,Family",6.0,8044
2016-02-12,Deadpool,58000000,363070709,801025593,2016,108.0,"Action,Adventure,Comedy",8.0,820847
2014-12-25,American Sniper,58000000,350126372,547326372,2014,133.0,"Action,Biography,Drama",7.3,401915
2015-10-16,Goosebumps,58000000,80069458,158905324,2015,103.0,"Adventure,Comedy,Family",6.3,72858
1995-12-15,Sabrina,58000000,53458319,87100000,2018,113.0,"Horror,Thriller",4.3,971
2012-01-20,Red Tails,58000000,49876377,50365498,2012,125.0,"Action,Adventure,Drama",5.9,31815
2013-06-07,The Internship,58000000,44672764,93672764,2013,119.0,Comedy,6.3,179817
2010-09-10,Resident Evil: Afterlife,57500000,60128566,295874190,2010,96.0,"Action,Adventure,Horror",5.9,153270
2012-06-15,That's My Boy,57500000,36931089,58085235,2012,116.0,Comedy,5.6,83009
2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,2011,96.0,"Action,Fantasy,Thriller",4.3,103608
2014-12-25,Into the Woods,56200000,128002372,213116401,2014,125.0,"Adventure,Comedy,Drama",6.0,123577
2016-01-22,Zhuo yao ji,56000000,32766,359495591,2015,117.0,"Action,Adventure,Comedy",6.1,4158
2018-11-02,Bohemian Rhapsody,55000000,216303339,894985342,2018,134.0,"Biography,Drama,Music",8.0,345466
2005-02-11,Hitch,55000000,177784257,366784257,2012,70.0,Drama,7.4,8
2017-02-10,Fifty Shades Darker,55000000,114434010,381398492,2017,118.0,"Drama,Romance",4.6,81706
2013-10-11,Captain Phillips,55000000,107136417,220648184,2013,134.0,"Biography,Drama,Thriller",7.8,387402
2017-11-10,Murder on the Orient Express,55000000,102826543,345922730,2017,114.0,"Crime,Drama,Mystery",6.5,178603
2014-09-26,The Equalizer,55000000,101530738,192903624,2014,132.0,"Action,Crime,Thriller",7.2,302302
2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,2018,105.0,"Drama,Romance,Thriller",4.5,43893
2010-04-09,Date Night,55000000,98711404,152269033,2010,88.0,"Comedy,Crime,Romance",6.3,144683
2015-01-16,Paddington,55000000,76223578,258789097,2014,95.0,"Adventure,Comedy,Family",7.2,84679
2013-11-01,Free Birds,55000000,55750480,110387072,2013,91.0,"Adventure,Animation,Comedy",5.9,20934
2014-03-21,Muppets Most Wanted,55000000,51178893,79312301,2014,107.0,"Adventure,Comedy,Crime",6.4,29018
2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,2016,101.0,"Action,Adventure,Animation",7.8,105578
2010-11-24,Burlesque,55000000,39440655,90552675,2010,119.0,"Drama,Music,Musical",6.4,71021
2012-07-27,The Watch,55000000,34353000,67130045,2012,102.0,"Action,Comedy,Horror",5.7,115757
2003-03-14,The Hunted,55000000,34234008,47213095,2013,89.0,"Horror,Mystery,Thriller",4.7,1058
2018-02-23,Annihilation,55000000,32732301,43070915,2018,115.0,"Adventure,Drama,Horror",6.9,228664
2015-10-16,Crimson Peak,55000000,31090320,74966854,2015,119.0,"Drama,Fantasy,Horror",6.5,119287
1997-01-10,Turbulence,55000000,11532774,11532774,2011,90.0,Comedy,8.2,34
2013-02-01,Bullet to the Head,55000000,9489829,22597969,2012,92.0,"Action,Crime,Thriller",5.7,44816
2015-09-18,Black Mass,53000000,62575678,98837872,2015,123.0,"Biography,Crime,Drama",6.9,155847
